LINK_ID,F_NODE,T_NODE,L1,L2,L3,L4,L5,L6,CHK
3880117700,3880158100,3880041600,3880117600,3880118100, , , , ,1
3880117800,3880041600,3880158100,3880404800, , , , , ,1
3880117900,3880041700,3880041300,3880118600,3880118700, , , , ,1
3880118000,3880041300,3880041700,3880117201,3880117300, , , , ,1
3880118100,3880041600,3880041500,3880842501,3880118300, , , , ,1
3880118200,3880041500,3880041600,3880117600,3880117800, , , , ,1
3880118300,3880041500,3880041400,3880000701,3880000802,3880118500, , , ,1
3880118400,3880041400,3880041500,3880842501,3880118200, , , , ,1
3880118500,3880041400,3880041300,3880118000,3880118700, , , , ,1
3880118600,3880041300,3880041400,3880000701,3880000802,3880118400, , , ,1
3880118700,3880041300,3880000200,3880000400,3880000500, , , , ,1
3880118800,3880000200,3880041300,3880118000,3880118600, , , , ,1
3880118902,3880041501,3880001500, , , , , , ,3
3880119000,3880004200,3880047400,3880116300,3880116700, , , , ,1
3880119101,3880004701,3880003701,3880119102,3880835700, , , , ,1
3880119102,3880003701,3880003700,3880835900,3880008700,3880007402, , , ,1
3880119201,3880003700,3880003701,3880119202,3880835700, , , , ,1
3880121403,3880045901,3880045902,3880121404,3880747100, , , , ,1
3880119202,3880003701,3880004701,3880105100,3880105200,3880116400, , , ,1
3880119300,3880044700,3880043100,3880004302,3880004401, , , , ,1
3880119400,3880043100,3880044700,3880004902,3880005001, , , , ,1
3880119500,3880044200,3880002100,3880781500,3880004402,3880004901,3880125403, , ,1
3880119600,3880002100,3880044200,3880119801,3880127501,3880132100, , , ,1
3880119701,3880044600,3880044201,3880119702,3880777900, , , , ,1
3880119702,3880044201,3880044200,3880119500,3880127501,3880132100, , , ,1
3880119801,3880044200,3880044201,3880119802,3880777900, , , , ,1
3880119802,3880044201,3880044600,3880120200,3880120600,3880777700, , , ,1
3880119900,3880045600,3880045300,3880836700,3880120100, , , , ,1
3880120000,3880045300,3880045600,3880120300,3880125100, , , , ,1
3880120100,3880045300,3880044600,3880119701,3880120600,3880777700, , , ,1
3880120200,3880044600,3880045300,3880836700,3880120000, , , , ,1
3880120300,3880045600,3880044800,3880120500,3880120700, , , , ,1
3880120400,3880044800,3880045600,3880119900,3880125100, , , , ,1
3880120500,3880044800,3880044600,3880119701,3880120200,3880777700, , , ,1
3880120600,3880044600,3880044800,3880120400,3880120700, , , , ,1
3880120700,3880044800,3880044400,3880120900,3880126900, , , , ,1
3880120800,3880044400,3880044800,3880120400,3880120500, , , , ,1
3880120900,3880044400,3880043900,3880127700,3880127900, , , , ,1
3880121000,3880043900,3880044400,3880120800,3880126900, , , , ,1
3880121100,3880046200,3880046500,3880153203,3880153403, , , , ,1
3880121201,3880046600,3880046201,3880121203,3880746700,3880747700, , , ,1
3880121203,3880046201,3880046202,3880828100,3880121204, , , , ,1
3880121204,3880046202,3880046200,3880121401,3880121100,3880121900, , , ,1
3880121302,3880046201,3880046600,3880123000,3880123200,3880129200,3880153100, , ,1
3880121303,3880046200,3880046202,3880828100,3880121304, , , , ,1
3880121304,3880046202,3880046201,3880121302,3880746700,3880747700, , , ,1
3880121404,3880045902,3880045900,3880127100,3880127300, , , , ,1
3880121502,3880045901,3880046200,3880121100,3880121303,3880121900, , , ,1
3880121503,3880045900,3880045902,3880121504,3880747100, , , , ,1
3880121504,3880045902,3880045901,3880827900,3880121502, , , , ,1
3880121601,3880003400,3880157200,3880121602,3880399900, , , , ,1
3880121602,3880157200,3880045200,3880121800,3880122001,3880401400, , , ,1
3880121701,3880045200,3880157200,3880121702,3880399900, , , , ,1
3880121702,3880157200,3880003400,3880826500,3880007801,3880138401,3880006900, , ,1
3880121800,3880045200,3880046200,3880121401,3880121100,3880121303, , , ,1
3880121900,3880046200,3880045200,3880121701,3880122001,3880401400, , , ,1
3880122001,3880045200,3880158000,3880122002,3880402901, , , , ,1
3880122002,3880158000,3880158300,3880122003,3880403901, , , , ,1
3880122003,3880158300,3880159200,3880122004,3880406701,3880761600, , , ,1
3880122004,3880159200,3880044000,3880407500,3880122201, , , , ,1
3880122101,3880044000,3880159200,3880122102,3880406701,3880761600, , , ,1
3880122102,3880159200,3880158300,3880122103,3880403901, , , , ,1
3880122103,3880158300,3880158000,3880402901,3880122104, , , , ,1
3880122702,3880045701,3880045700,3880132300,3880122500, , , , ,1
3880122800,3880046700,3880046400,3880129100,3880132400,3880122701, , , ,1
3880122900,3880047200,3880046700,3880122800,3880123100, , , , ,1
3880123000,3880046600,3880046700,3880122800, , , , , ,1
3880123100,3880046700,3880046600,3880121201,3880123200,3880129200,3880153100, , ,1
3880123200,3880046600,3880046400,3880132400,3880122701, , , , ,1
3880123300,3880050100,3880050300,3880123500,3880274300, , , , ,1
3880123400,3880050300,3880050100,3880154100, , , , , ,1
3880123500,3880050300,3880049700,3880802100,3880123700, , , , ,1
3880123600,3880049700,3880050300,3880123400,3880274300, , , , ,1
3880123700,3880049700,3880049100,3880010702,3880545100, , , , ,1
3880123800,3880049100,3880049700,3880802100,3880123600, , , , ,1
3880124701,3880001500,3880041501,3880842901, , , , , ,1
3880124800,3880001500,3880044900,3880132200, , , , , ,1
3880124900,3880044900,3880001500,3880843201,3880003300,3880124701, , , ,1
3880125000,3880046100,3880045600,3880119900,3880120300, , , , ,1
3880125100,3880045600,3880046100,3880125300, , , , , ,1
3880125200,3880046900,3880046100,3880125000, , , , , ,1
3880125300,3880046100,3880046900,3880151700,3880152000, , , , ,1
3880125402,3880002101,3880045000,3880004903,3880005002, , , , ,1
3880125403,3880002100,3880002102,3880837100,3880125404, , , , ,1
3880125404,3880002102,3880002101,3880836900,3880125402, , , , ,1
3880126900,3880044400,3880044300,3880127000,3880127400,3880132000, , , ,1
3880127000,3880044300,3880044800,3880120400,3880120500,3880120700, , , ,1
3880127100,3880045900,3880045500,3880122301,3880122400, , , , ,1
3880127200,3880045500,3880045900,3880121503,3880127300, , , , ,1
3880127300,3880045900,3880044300,3880127000,3880132000, , , , ,1
3880127400,3880044300,3880045900,3880121503,3880127100, , , , ,1
3880127501,3880044200,3880043701,3880783300,3880127502, , , , ,1
3880127502,3880043701,3880043700,3880784900,3880127800,3880128500, , , ,1
3880127601,3880043700,3880043701,3880783300,3880127602, , , , ,1
3880127602,3880043701,3880044200,3880119500,3880119801,3880132100, , , ,1
3880127700,3880043900,3880043700,3880784900,3880127601,3880128500, , , ,1
3880127800,3880043700,3880043900,3880121000,3880127900, , , , ,1
3880127900,3880043900,3880043000,3880128101,3880138200, , , , ,1
3880128000,3880043000,3880043900,3880121000,3880127700, , , , ,1
3880128101,3880043000,3880042601,3880782800,3880128102, , , , ,1
3880128102,3880042601,3880042600,3880837700,3880128300, , , , ,1
3880128201,3880042600,3880042601,3880782800,3880128202, , , , ,1
3880128202,3880042601,3880043000,3880128000,3880138200, , , , ,1
3880128300,3880042600,3880042400,3880128801,3880128901, , , , ,1
3880128400,3880042400,3880042600,3880837700,3880128201, , , , ,1
3880128500,3880043700,3880042900,3880783100,3880128701,3880138300, , , ,1
3880128600,3880042900,3880043700,3880784900,3880127601,3880127800, , , ,1
3880128701,3880042900,3880042401,3880782900,3880838100,3880128702, , , ,1
3880128702,3880042401,3880042400,3880128400,3880128901, , , , ,1
3880128801,3880042400,3880042401,3880782900,3880838100,3880128802, , , ,1
3880128802,3880042401,3880042900,3880783100,3880128600,3880138300, , , ,1
3880128901,3880042400,3880042301,3880837500,3880128902, , , , ,1
3880128902,3880042301,3880042300,3880003702,3880003801, , , , ,1
3880129001,3880042300,3880042301,3880837500,3880129002, , , , ,1
3880129002,3880042301,3880042400,3880128400,3880128801, , , , ,1
3880129100,3880046400,3880046600,3880121201,3880123000,3880129200,3880153100, , ,1
3880129200,3880046600,3880046800,3880151101,3880151200,3880152100, , , ,1
3880129300,3880046800,3880046600,3880121201,3880123000,3880123200,3880153100, , ,1
3880129401,3880049300,3880048401,3880129402,3880734000, , , , ,1
3880129402,3880048401,3880048400,3880129700,3880129800, , , , ,1
3880129501,3880048400,3880048401,3880129502,3880734000, , , , ,1
3880129502,3880048401,3880049300,3880826300,3880011905,3880012004, , , ,1
3880129600,3880005101,3880048400,3880129501,3880129800, , , , ,1
3880129700,3880048400,3880005101,3880011906,3880012005, , , , ,1
3880129800,3880048400,3880047200,3880122900,3880132500,3880152300, , , ,1
3880129900,3880047200,3880048400,3880129501,3880129700, , , , ,1
3880130000,3880003300,3880045800,3880130200, , , , , ,1
3880130100,3880045800,3880003300,3880850801,3880008100, , , , ,1
3880130200,3880045800,3880045400,3880851001,3880852001, , , , ,1
3880130300,3880045400,3880045800,3880130100, , , , , ,1
3880132000,3880044300,3880044200,3880119500,3880119801,3880127501, , , ,1
3880132100,3880044200,3880044300,3880127000,3880127400, , , , ,1
3880132200,3880044900,3880045700,3880122500,3880122601, , , , ,1
3880132300,3880045700,3880044900, , , , , , ,3
3880132400,3880046400,3880047200,3880122900,3880129900,3880152300, , , ,1
3880132500,3880047200,3880046400,3880129100,3880122701, , , , ,1
3880132600,3880047300,3880005100,3880011400,3880011903,3880152601, , , ,1
3880132700,3880005100,3880047300,3880009901,3880010002,3880736700, , , ,1
3880132800,3880051500,3880051600,3880016202,3880016104, , , , ,1
3880132900,3880006900,3880051300,3880108901,3880133100,3880112500, , , ,1
3880133000,3880051300,3880006900,3880015600,3880016101, , , , ,1
3880133100,3880051300,3880051200,3880108300,3880109101,3880112303, , , ,1
3880133200,3880051200,3880051300,3880108901,3880133000,3880112500, , , ,1
3880138800,3880045100,3880044500,3880139000, , , , , ,1
3880135600,3880006800,3880006000,3880014103,3880013400,3880135801, , , ,1
3880135700,3880006000,3880006800,3880015400,3880015500,3880109301, , , ,1
3880135801,3880006000,3880049501,3880135803,3880717500, , , , ,1
3880135803,3880049501,3880049502,3880135804,3880719100, , , , ,1
3880135804,3880049502,3880049500,3880136001,3880136800, , , , ,1
3880135902,3880049501,3880006000,3880014103,3880013400,3880135700, , , ,1
3880135903,3880049500,3880049502,3880135904,3880719100, , , , ,1
3880135904,3880049502,3880049501,3880135902,3880717500, , , , ,1
3880136001,3880049500,3880049401,3880825900,3880136002, , , , ,1
3880136002,3880049401,3880049400,3880136200,3880146600,3880718900, , , ,1
3880136101,3880049400,3880049401,3880825900,3880136102, , , , ,1
3880136102,3880049401,3880049500,3880135903,3880136800, , , , ,1
3880136200,3880049400,3880049600,3880136401,3880147000,3880718700, , , ,1
3880136300,3880049600,3880049400,3880136101,3880146600,3880718900, , , ,1
3880136401,3880049600,3880049601,3880136402,3880718500, , , , ,1
3880136402,3880049601,3880005500,3880012200,3880012600, , , , ,1
3880136501,3880005500,3880049601,3880136502,3880718500, , , , ,1
3880136502,3880049601,3880049600,3880136300,3880147000,3880718700, , , ,1
3880136600,3880048500,3880047500,3880010502,3880010601, , , , ,1
3880136700,3880047500,3880048500,3880011702,3880011801, , , , ,1
3880136800,3880049500,3880048900,3880137000,3880137401, , , , ,1
3880136900,3880048900,3880049500,3880135903,3880136001, , , , ,1
3880137000,3880048900,3880048300,3880825300,3880137300, , , , ,1
3880137100,3880048300,3880048900,3880136900,3880137401, , , , ,1
3880137200,3880047900,3880048300,3880825300,3880137100, , , , ,1
3880137300,3880048300,3880047900,3880148200,3880151401, , , , ,1
3880137401,3880048900,3880048701,3880137402,3880733300, , , , ,1
3880137402,3880048701,3880048700,3880137601,3880147201, , , , ,1
3880137501,3880048700,3880048701,3880137502,3880733300, , , , ,1
3880137502,3880048701,3880048900,3880136900,3880137000, , , , ,1
3880137601,3880048700,3880048601,3880825700,3880826100,3880137602, , , ,1
3880137602,3880048601,3880048600,3880146700,3880146801, , , , ,1
3880138200,3880043000,3880042900,3880783100,3880128600,3880128701, , , ,1
3880138300,3880042900,3880043000,3880128000,3880128101, , , , ,1
3880138402,3880156300,3880046000,3880138600,3880398101, , , , ,1
3880138501,3880046000,3880156300,3880138502,3880399000, , , , ,1
3880138600,3880046000,3880045100,3880138800,3880397301, , , , ,1
3880138700,3880045100,3880046000,3880138501,3880398101, , , , ,1
3880138900,3880044500,3880045100,3880138700,3880397301, , , , ,1
3880139000,3880044500,3880044100,3880844701,3880139400,3880395900, , , ,1
3880139100,3880044100,3880044500,3880138900, , , , , ,1
3880139200,3880043300,3880043500,3880139500,3880395600, , , , ,1
3880139300,3880043500,3880043300,3880139600,3880142800,3880142900, , , ,1
3880139400,3880044100,3880043500,3880139300,3880395600, , , , ,1
3880139500,3880043500,3880044100,3880844701,3880139100,3880395900, , , ,1
3880139600,3880043300,3880002200,3880858501,3880858301,3880004700, , , ,1
3880139700,3880002200,3880043300,3880139200,3880142800,3880142900, , , ,1
3880139800,3880043800,3880043300,3880139200,3880139600,3880142900, , , ,1
3880139901,3880050500,3880050501,3880139902,3880714300, , , , ,1
3880139902,3880050501,3880050900,3880108700,3880140200, , , , ,1
3880140000,3880050500,3880050400,3880115100,3880140300, , , , ,1
3880140100,3880050400,3880050500,3880110201,3880139901,3880551100, , , ,1
3880140200,3880050900,3880050400,3880115100,3880140100, , , , ,1
3880140300,3880050400,3880050900,3880108700,3880110301, , , , ,1
3880140400,3880050600,3880006200,3880014001,3880105502,3880114901, , , ,1
3880140501,3880008000,3880052301,3880818100,3880140502, , , , ,1
3880140502,3880052301,3880052300,3880114701,3880140701, , , , ,1
3880140601,3880052300,3880052301,3880818100,3880140602, , , , ,1
3880140602,3880052301,3880008000,3880017802,3880018103, , , , ,1
3880140701,3880052300,3880052001,3880819500,3880140702, , , , ,1
3880140702,3880052001,3880052000,3880110500,3880110600,3880111007, , , ,1
3880140801,3880052000,3880052001,3880819500,3880140802, , , , ,1
3880140802,3880052001,3880052300,3880114701,3880140601, , , , ,1
3880140901,3880052200,3880051901,3880140902,3880704300, , , , ,1
3880140902,3880051901,3880051900,3880110400,3880110807, , , , ,1
3880141001,3880051900,3880051901,3880141002,3880704300, , , , ,1
3880141002,3880051901,3880052200,3880017702,3880017803, , , , ,1
3880141101,3880057100,3880014602,3880141103,3880561300, , , , ,1
3880141103,3880014602,3880014603,3880141104,3880561500,3880565300, , , ,1
3880141104,3880014603,3880014600,3880032101,3880032301, , , , ,1
3880141202,3880014602,3880057100,3880141301,3880156707,3880156903, , , ,1
3880141203,3880014600,3880014603,3880141204,3880561500,3880565300, , , ,1
3880141204,3880014603,3880014602,3880141202,3880561300, , , , ,1
3880141301,3880057100,3880057001,3880141303,3880564100, , , , ,1
3880141303,3880057001,3880057002,3880141305,3880565100, , , , ,1
3880141305,3880057002,3880057003,3880141307,3880564300, , , , ,1
3880141307,3880057003,3880057004,3880794700,3880141309, , , , ,1
3880141309,3880057004,3880057005,3880794900,3880141310, , , , ,1
3880141310,3880057005,3880057000,3880141600,3880141700,3880141900, , , ,1
3880141402,3880057001,3880057100,3880141101,3880156707,3880156903, , , ,1
3880141404,3880057002,3880057001,3880141402,3880564100, , , , ,1
3880141406,3880057003,3880057002,3880141404,3880565100, , , , ,1
3880141408,3880057004,3880057003,3880141406,3880564300, , , , ,1
3880141409,3880057000,3880057005,3880794900,3880141410, , , , ,1
3880141410,3880057005,3880057004,3880794700,3880141408, , , , ,1
3880141500,3880014400,3880057000,3880141409,3880141700,3880141900, , , ,1
3880141600,3880057000,3880014400,3880032201,3880563900, , , , ,1
3880141700,3880057000,3880014000,3880795100,3880030403,3880030900, , , ,1
3880141800,3880014000,3880057000,3880141409,3880141600,3880141900, , , ,1
3880141900,3880057000,3880014100,3880031700,3880031000,3880031100,3880142101, , ,1
3880142000,3880014100,3880057000,3880141409,3880141600,3880141700, , , ,1
3880142101,3880014100,3880013801,3880795500,3880142103, , , , ,1
3880143400,3880042700,3880042800,3880143000,3880143103,3880143901, , , ,1
3880142103,3880013801,3880013802,3880795700,3880142104, , , , ,1
3880142104,3880013802,3880013800,3880030301,3880030201, , , , ,1
3880142202,3880013801,3880014100,3880031700,3880031000,3880031100,3880142000, , ,1
3880142203,3880013800,3880013802,3880795700,3880142204, , , , ,1
3880142204,3880013802,3880013801,3880795500,3880142202, , , , ,1
3880142300,3880013100,3880056800,3880028606,3880028507,3880574200, , , ,1
3880142400,3880056800,3880013100,3880028700,3880028900, , , , ,1
3880142500,3880011400,3880056600,3880144800,3880144901, , , , ,1
3880142601,3880057400,3880057301,3880794300,3880142603, , , , ,1
3880142603,3880057301,3880057302,3880142605,3880560500, , , , ,1
3880142605,3880057302,3880057303,3880142606,3880560700, , , , ,1
3880142606,3880057303,3880057300,3880842100,3880156401,3880156801, , , ,1
3880142702,3880057301,3880057400,3880558100,3880558500,3880559300, , , ,1
3880142704,3880057302,3880057301,3880794300,3880142702, , , , ,1
3880142705,3880057300,3880057303,3880142706,3880560700, , , , ,1
3880142706,3880057303,3880057302,3880142704,3880560500, , , , ,1
3880142800,3880043300,3880043800,3880857501,3880006404, , , , ,1
3880142900,3880043300,3880042800,3880143103,3880143300,3880143901, , , ,1
3880143000,3880042800,3880043300,3880139200,3880139600,3880142800, , , ,1
3880143102,3880042501,3880042500,3880833300,3880117400, , , , ,1
3880143103,3880042800,3880042502,3880833500,3880143104, , , , ,1
3880143104,3880042502,3880042501,3880833100,3880143102, , , , ,1
3880143201,3880042500,3880042501,3880833100,3880143203, , , , ,1
3880143203,3880042501,3880042502,3880833500,3880143204, , , , ,1
3880143204,3880042502,3880042800,3880143000,3880143300,3880143901, , , ,1
3880143300,3880042800,3880042700,3880143501,3880144201,3880395700, , , ,1
3880143501,3880042700,3880042202,3880143502,3880834500, , , , ,1
3880143502,3880042202,3880042200,3880143801,3880396501, , , , ,1
3880143601,3880042200,3880042202,3880143602,3880834500, , , , ,1
3880143602,3880042202,3880042700,3880143400,3880144201,3880395700, , , ,1
3880143701,3880042000,3880042001,3880143702,3880768300, , , , ,1
3880143702,3880042001,3880042200,3880143601,3880396501, , , , ,1
3880143801,3880042200,3880042001,3880143802,3880768300, , , , ,1
3880143802,3880042001,3880042000,3880144401,3880144500, , , , ,1
3880143901,3880042800,3880042101,3880143902,3880763700, , , , ,1
3880143902,3880042101,3880042100,3880144101,3880144301, , , , ,1
3880144001,3880042100,3880042101,3880144002,3880763700, , , , ,1
3880144002,3880042101,3880042800,3880143000,3880143103,3880143300, , , ,1
3880144101,3880042100,3880042102,3880833700,3880144102,3880766900, , , ,1
3880144102,3880042102,3880042700,3880143400,3880143501,3880395700, , , ,1
3880144201,3880042700,3880042102,3880833700,3880144202,3880766900, , , ,1
3880144202,3880042102,3880042100,3880144001,3880144301, , , , ,1
3880144301,3880042100,3880042002,3880144302,3880834700, , , , ,1
3880144302,3880042002,3880042000,3880143701,3880144500, , , , ,1
3880144401,3880042000,3880042002,3880144402,3880834700, , , , ,1
3880145004,3880056002,3880056001,3880582500,3880145002, , , , ,1
3880145103,3880056000,3880054802,3880798500,3880145104, , , , ,1
3880145104,3880054802,3880054801,3880145105,3880584600,3880584900, , , ,1
3880145105,3880054801,3880054803,3880145106,3880599300,3880600200, , , ,1
3880145106,3880054803,3880054800,3880145300, , , , , ,1
3880145203,3880054801,3880054802,3880798500,3880145204, , , , ,1
3880145204,3880054802,3880056000,3880798300,3880583000,3880145003, , , ,1
3880145205,3880054800,3880054803,3880145206,3880599300,3880600200, , , ,1
3880145206,3880054803,3880054801,3880145203,3880584600,3880584900, , , ,1
3880145300,3880054800,3880054700,3880801100,3880145501, , , , ,1
3880145400,3880054700,3880054800,3880145205, , , , , ,1
3880145501,3880054700,3880054501,3880145502,3880610800, , , , ,1
3880145502,3880054501,3880054500,3880801300,3880145701, , , , ,1
3880145601,3880054500,3880054501,3880145602,3880610800, , , , ,1
3880145602,3880054501,3880054700,3880801100,3880145400, , , , ,1
3880145701,3880054500,3880010001,3880145702,3880611100, , , , ,1
3880145702,3880010001,3880010000,3880022001,3880022300, , , , ,1
3880145801,3880045000,3880002101,3880836900,3880145803, , , , ,1
3880145803,3880002101,3880002102,3880837100,3880145804, , , , ,1
3880145804,3880002102,3880002100,3880781500,3880004402,3880004901,3880119600, , ,1
3880146100,3880015600,3880057300,3880142705,3880156401,3880156801, , , ,1
3880146201,3880122700,3880049800,3880802300,3880146400, , , , ,1
3880146202,3880122600,3880122700,3880146201, , , , , ,1
3880146203,3880051000,3880122600, , , , , , ,3
3880146301,3880122700,3880122600,3880146303, , , , , ,1
3880146302,3880049800,3880122700, , , , , , ,3
3880146303,3880122600,3880051000,3880108600,3880108800, , , , ,1
3880146400,3880049800,3880049000,3880153800,3880408400, , , , ,1
3880146501,3880048600,3880048601,3880825700,3880826100,3880146502, , , ,1
3880146502,3880048601,3880048700,3880137501,3880147201, , , , ,1
3880146600,3880049400,3880048600,3880146501,3880146801, , , , ,1
3880146700,3880048600,3880049400,3880136101,3880136200,3880718900, , , ,1
3880146801,3880048600,3880048101,3880146802,3880732700, , , , ,1
3880146802,3880048101,3880048100,3880147500,3880147600,3880148600, , , ,1
3880146901,3880048100,3880048101,3880146902,3880732700, , , , ,1
3880146902,3880048101,3880048600,3880146501,3880146700, , , , ,1
3880147000,3880049600,3880048000,3880147700,3880147800,3880148400, , , ,1
3880147100,3880048000,3880049600,3880136300,3880136401,3880718700, , , ,1
3880147201,3880048700,3880048201,3880825500,3880147203, , , , ,1
3880147203,3880048201,3880048202,3880147204,3880732500, , , , ,1
3880147204,3880048202,3880048200,3880147400,3880148101,3880148300, , , ,1
3880147302,3880048201,3880048700,3880137501,3880137601, , , , ,1
3880147303,3880048200,3880048202,3880147304,3880732500, , , , ,1
3880147304,3880048202,3880048201,3880825500,3880147302, , , , ,1
3880147400,3880048200,3880048100,3880146901,3880147600,3880148600, , , ,1
3880147500,3880048100,3880048200,3880147303,3880148101,3880148300, , , ,1
3880147600,3880048100,3880048000,3880147100,3880147800,3880148400, , , ,1
3880147700,3880048000,3880048100,3880146901,3880147500,3880148600, , , ,1
3880147800,3880048000,3880004900,3880011701,3880010602,3880772500, , , ,1
3880147900,3880004900,3880048000,3880147100,3880147700,3880148400, , , ,1
3880148001,3880047800,3880047802,3880148002,3880736300, , , , ,1
3880148002,3880047802,3880048200,3880147303,3880147400,3880148300, , , ,1
3880148101,3880048200,3880047802,3880148102,3880736300, , , , ,1
3880148102,3880047802,3880047800,3880152200,3880152500,3880152703, , , ,1
3880148200,3880047900,3880048200,3880147303,3880147400,3880148101,3880148300, , ,1
3880148300,3880048200,3880048300,3880825300,3880137100,3880137300, , , ,1
3880148400,3880048000,3880047600,3880150900,3880151001,3880151901, , , ,1
3880148500,3880047600,3880048000,3880147100,3880147700,3880147800, , , ,1
3880150900,3880047600,3880048100,3880146901,3880147500,3880147600, , , ,1
3880151001,3880047600,3880046801,3880151002,3880731700, , , , ,1
3880151002,3880046801,3880046800,3880129300,3880151200,3880152100, , , ,1
3880151101,3880046800,3880046801,3880151102,3880731700, , , , ,1
3880151102,3880046801,3880047600,3880148500,3880150900,3880151901, , , ,1
3880151200,3880046800,3880047000,3880116500,3880116800, , , , ,1
3880151300,3880047000,3880046800,3880129300,3880151101,3880152100, , , ,1
3880151401,3880047900,3880047701,3880151402,3880731400, , , , ,1
3880151402,3880047701,3880047700,3880151600,3880151801, , , , ,1
3880151501,3880047700,3880047701,3880151502,3880731400, , , , ,1
3880151502,3880047701,3880047900,3880137200,3880148200, , , , ,1
3880151600,3880047700,3880046900,3880125200,3880152000, , , , ,1
3880151700,3880046900,3880047700,3880151501,3880151801, , , , ,1
3880151801,3880047700,3880047601,3880151802,3880731500,3880731600, , , ,1
3880151802,3880047601,3880047600,3880148500,3880150900,3880151001, , , ,1
3880151901,3880047600,3880047601,3880151902,3880731500,3880731600, , , ,1
3880151902,3880047601,3880047700,3880151501,3880151600, , , , ,1
3880152000,3880046900,3880046800,3880129300,3880151101,3880151200, , , ,1
3880152100,3880046800,3880046900,3880125200,3880151700, , , , ,1
3880152200,3880047800,3880047200,3880122900,3880129900,3880132500, , , ,1
3880152300,3880047200,3880047800,3880148001,3880152500,3880152703, , , ,1
3880152400,3880047100,3880047800,3880148001,3880152200,3880152703, , , ,1
3880152500,3880047800,3880047100,3880152903,3880153000,3880153301, , , ,1
3880152601,3880005100,3880047801,3880152603,3880734100, , , , ,1
3880152603,3880047801,3880047803,3880152604,3880736200, , , , ,1
3880152604,3880047803,3880047800,3880148001,3880152200,3880152500, , , ,1
3880152702,3880047801,3880005100,3880011400,3880011903,3880132700, , , ,1
3880152703,3880047800,3880047803,3880152704,3880736200, , , , ,1
3880152704,3880047803,3880047801,3880152702,3880734100, , , , ,1
3880152801,3880004800,3880047101,3880152803,3880748100, , , , ,1
3880152803,3880047101,3880047102,3880152804,3880747900, , , , ,1
3880152804,3880047102,3880047100,3880152400,3880153000,3880153301, , , ,1
3880152902,3880047101,3880004800,3880010001,3880011300,3880736500, , , ,1
3880152903,3880047100,3880047102,3880152904,3880747900, , , , ,1
3880152904,3880047102,3880047101,3880152902,3880748100, , , , ,1
3880153000,3880047100,3880046600,3880121201,3880123000,3880123200,3880129200, , ,1
3880153100,3880046600,3880047100,3880152400,3880152903,3880153301, , , ,1
3880153202,3880046501,3880047100,3880152400,3880152903,3880153000, , , ,1
3880153203,3880046500,3880046502,3880153204,3880748300, , , , ,1
3880153204,3880046502,3880046501,3880153202,3880747600,3880753500, , , ,1
3880153301,3880047100,3880046501,3880153303,3880747600,3880753500, , , ,1
3880153303,3880046501,3880046502,3880153304,3880748300, , , , ,1
3880153304,3880046502,3880046500,3880153403,3880153600, , , , ,1
3880153402,3880046503,3880004100,3880009001,3880009902, , , , ,1
3880153403,3880046500,3880046504,3880153404,3880749700, , , , ,1
3880153404,3880046504,3880046503,3880153402,3880748500, , , , ,1
3880153501,3880004100,3880046503,3880153503,3880748500, , , , ,1
3880153503,3880046503,3880046504,3880153504,3880749700, , , , ,1
3880153504,3880046504,3880046500,3880153203,3880153600, , , , ,1
3880153600,3880046500,3880046200,3880121401,3880121303,3880121900, , , ,1
3880153700,3880049000,3880049800,3880802300,3880146302, , , , ,1
3880153800,3880049000,3880049900,3880154000, , , , , ,1
3880153900,3880049900,3880049000,3880153700,3880408400, , , , ,1
3880154000,3880049900,3880050100,3880123300, , , , , ,1
3880154100,3880050100,3880049900,3880153900, , , , , ,1
3880156401,3880057300,3880014701,3880156403,3880560900, , , , ,1
3880156403,3880014701,3880014702,3880156404,3880561100, , , , ,1
3880156404,3880014702,3880014700,3880032401,3880032800, , , , ,1
3880156502,3880014701,3880057300,3880842100,3880142705,3880156801, , , ,1
3880156503,3880014700,3880014702,3880156504,3880561100, , , , ,1
3880156504,3880014702,3880014701,3880156502,3880560900, , , , ,1
3880156601,3880057200,3880057103,3880794500,3880156603,3880554500, , , ,1
3880156603,3880057103,3880057104,3880156605,3880562500,3880563300, , , ,1
3880156605,3880057104,3880057105,3880554300,3880156607,3880562900, , , ,1
3880156607,3880057105,3880057106,3880156608,3880553900, , , , ,1
3880156608,3880057106,3880057100,3880141101,3880141301,3880156903, , , ,1
3880156702,3880057103,3880057200,3880554900,3880555100,3880555700, , , ,1
3880156704,3880057104,3880057103,3880794500,3880156702,3880554500, , , ,1
3880317200,3880122600,3880122700,3880146201, , , , , ,1
3880317300,3880122700,3880122600,3880146303, , , , , ,1
3880317601,3880041200,3880041201,3880793500,3880317602, , , , ,1
3880317602,3880041201,3880122800,3880317800,3880318000,3880318300, , , ,1
3880317701,3880122800,3880041201,3880793500,3880317702, , , , ,1
3880317702,3880041201,3880041200,3880850301,3880841300, , , , ,1
3880317800,3880122800,1400019700,1400057800, , , , , ,1
3880318000,3880122800,1450019300,1450052000, , , , , ,1
3880318100,1450019300,3880122800,3880317701,3880317800,3880318300, , , ,1
3880318200,3880002000,3880122800,3880317701,3880317800,3880318000, , , ,1
3880318300,3880122800,3880002000,3880841600,3880010802, , , , ,1
3880366500,3880146000,3880052800,3880020503,3880020602, , , , ,1
